#chr	start	end	value
rv5	102010780	102011141	7.254887502
rv5	102020097	102020583	1.5
rv5	10235326	10235626	9.516808288
rv5	102384521	102384867	1.5
rv5	10272446	10272888	9.724001674
rv5	102836698	102837035	9.254887502
rv5	103062327	103062571	4.307354922
rv5	103163063	103163246	7.821928095
rv5	103249471	103249813	9.114709844
rv5	103411287	103411502	5.587462841
rv5	103695495	103696062	6.084962501
rv5	103855403	103857601	3.821928095
rv5	103858099	103858981	5.084962501
rv5	103859006	103859974	1.5
rv5	104502242	104502563	6.5
rv5	104849102	104849737	8.099912842
rv5	104850563	104851123	6.926264755
rv5	105483947	105484732	1.5
rv5	105899874	105900155	7.544394119
rv5	105960958	105961366	1.5
rv5	106051008	106051407	7.942943496
rv5	106198496	106198846	9.689824559
rv5	106237727	106238149	1.5
rv5	106274424	106274743	7.892317423
rv5	106689468	106689780	9.261551232
rv5	1071621	1072354	4.669925001
rv5	107243462	107243766	7.959431619
rv5	108118651	108119056	9.848728154
rv5	108598471	108598890	6.857552005
rv5	109890216	109890518	9.477279923
rv5	109990956	109991340	5.5
rv5	110272266	110272684	8.268184325
rv5	110470577	110470993	9.376516947
rv5	110639016	110639357	3.821928095
rv5	110640301	110640777	1.5
rv5	110640929	110641718	1.5
rv5	110642995	110643465	1.5
rv5	110911497	110911918	4.5
rv5	111067074	111067288	8.757387843
rv5	111392498	111392663	8.158211483
rv5	111469081	111469388	5.200439718
rv5	112601595	112602023	9.00779464
rv5	113266364	113266615	6.785402219
rv5	113392363	113392746	9.45419631
rv5	113568637	113569001	5.821928095
rv5	113635053	113635504	9.709453366
rv5	113977291	113977755	1.5
rv5	114010054	114010451	8.618941073
rv5	114010891	114011313	3.5
rv5	114747465	114747750	1.5
rv5	114757158	114757611	7.747927513
rv5	115015618	115015946	8.227920455
rv5	115150142	115150565	9.694756854
rv5	11515104	11515319	8.172425342
rv5	115305846	115306277	8.975733431
rv5	115473580	115473911	9.394817763
rv5	115493990	115494226	6.669925001
rv5	115537654	115538301	7.942943496
rv5	115588660	115589087	1.5
rv5	116827536	116828003	1.5
rv5	116863746	116864211	1.5
rv5	117166300	117166517	8.629283017
rv5	117243822	117244096	2.5
rv5	117557075	117557452	9.015699838
rv5	1175648	1175890	8.975733431
rv5	117724138	117724412	4.5
rv5	118086218	118086522	9.790018847
rv5	118146228	118146507	9.930452552
rv5	119003694	119003884	1.5
rv5	119020688	119021399	5.200439718
rv5	119021761	119022324	9.151051691
rv5	119023627	119024132	7.332890014
rv5	119123375	119123700	9.674925683
rv5	119277038	119277428	8.959431619
rv5	119530558	119531175	1.5
rv5	119617945	119618181	5.200439718
rv5	120000458	120000850	8.598032083
rv5	120002154	120002748	5.084962501
rv5	120664713	120665123	9.603287808
rv5	120746748	120747045	1.5
rv5	120747736	120748064	5.200439718
rv5	120945924	120946339	9.752665432
rv5	121331721	121332564	6.084962501
rv5	121538236	121538665	8.812882955
rv5	121576291	121576849	1.5
rv5	121576937	121577334	1.5
rv5	121577385	121577814	5.747927513
rv5	121579912	121580575	1.5
rv5	12180648	12181065	9.538918989
rv5	12197636	12197987	1.5
rv5	122099413	122099659	8.71916852
rv5	122177666	122177820	6.747927513
rv5	122389054	122389390	8.281359714
rv5	122572586	122573072	1.5
rv5	122573678	122574295	4.307354922
rv5	122901284	122901535	9.227920455
rv5	123929290	123929588	9.193486957
rv5	12454737	12455234	8.084962501
rv5	124557310	124557719	9.430737338
rv5	124695642	124695927	1.5
rv5	124696225	124696929	1.5
rv5	124697432	124697903	5.669925001
rv5	125012036	125012452	6.084962501
rv5	125188163	125188746	1.5
rv5	125636981	125637374	9.752665432
rv5	125864153	125864817	8.114709844
rv5	126171462	126171928	9.388743249
rv5	126227356	126227752	5.406890596
rv5	126229328	126229781	1.5
rv5	126440398	126440750	1.5
rv5	12665012	12665308	9.848728154
rv5	126878185	126878562	4.084962501
rv5	127070630	127071144	7.709453366
rv5	127074066	127074381	6.587462841
rv5	127083176	127083657	3.084962501
rv5	127130862	127131133	8.900879436
rv5	127214945	127215721	5.892317423
rv5	127839895	127840136	8.555282436
rv5	127940924	127941516	3.084962501
rv5	12834115	12834468	8.659871337
rv5	12856279	12856692	9.268184325
rv5	128648632	128649142	1.5
rv5	129757654	129757806	6.254887502
rv5	129999855	130000239	6.587462841
rv5	130069344	130069697	4.669925001
rv5	130072293	130072966	1.5
rv5	130088893	130089248	1.5
rv5	130408941	130409382	4.5
rv5	130489823	130490082	5.200439718
rv5	130570854	130571085	8.618941073
rv5	130631202	130631621	7.332890014
rv5	130704779	130705177	9.241466986
rv5	131084025	131084388	9.5
rv5	131409810	131410223	9.37036472
rv5	131431377	131431769	9.80833903
rv5	131496916	131497431	9.039158811
rv5	131793741	131793889	6.892317423
rv5	131850134	131852526	7.747927513
rv5	131854797	131855133	1.5
rv5	131960706	131961126	7.114709844
rv5	132087275	132087528	8.281359714
rv5	132202580	132202886	10.05458885
rv5	132444898	132445466	1.5
rv5	132469295	132469526	1.5
rv5	132520210	132520444	1.5
rv5	132882089	132882480	8.069855608
rv5	132920011	132921277	5.084962501
rv5	132922920	132923321	1.5
rv5	132923421	132923809	1.5
rv5	132924195	132924817	5.084962501
rv5	133014341	133014734	9.1794801
rv5	133560888	133561208	9.412889336
rv5	133858066	133858389	9.14385619
rv5	133860777	133861183	7.307354922
rv5	13418139	13418555	1.5
rv5	13418864	13419505	1.5
rv5	13419838	13420163	1.5
rv5	13421026	13421712	7.477279923
rv5	134219804	134220214	6.629283017
rv5	134465526	134465887	8.959431619
rv5	135981086	135981454	9.771463028
rv5	13604301	13604679	9.214245518
rv5	13608936	13609173	8.227920455
rv5	136119865	136120522	1.5
rv5	136380899	136381306	1.5
rv5	136381480	136381913	1.5
rv5	136940563	136940936	9.227920455
rv5	137111032	137111413	8.332890014
rv5	137144815	137145158	9.254887502
rv5	137151860	137152108	9.227920455
rv5	137306478	137306889	9.345490051
rv5	137307659	137307959	1.5
rv5	13754689	13755035	9.158211483
rv5	138220628	138220955	9.72881869
rv5	138341137	138341685	5.406890596
rv5	138341800	138342264	3.084962501
rv5	138342458	138342846	1.5
rv5	138342994	138343701	8.785402219
rv5	138345406	138345814	1.5
rv5	138418995	138419367	1.5
rv5	139366613	139366997	7.114709844
rv5	139896529	139896987	6.45419631
rv5	139899215	139899743	8.200439718
rv5	14016691	14017059	9.430737338
rv5	14045537	14045930	9.23470962
rv5	141106364	141106774	7.56608919
rv5	141133593	141133917	9.400866808
rv5	141421103	141421752	3.821928095
rv5	141423401	141423889	1.5
rv5	141475904	141476288	9.64974712
rv5	14158525	14158946	9.294415866
rv5	141708220	141708474	9.084962501
rv5	141729039	141729281	8.71916852
rv5	143007370	143007656	6.709453366
rv5	143235350	143235955	8.054588852
rv5	143449572	143449853	2.5
rv5	14347163	14347459	9.424812504
rv5	143937200	143937440	9.762094845
rv5	143965743	143966031	8.839850003
rv5	144093708	144094074	1.5
rv5	144094194	144094480	1.5
rv5	144273144	144273409	5.821928095
rv5	144530094	144530326	1.5
rv5	144715746	144716059	6.200439718
rv5	144800042	144800516	1.5
rv5	145019740	145020209	7.382643049
rv5	145307478	145307833	5.821928095
rv5	145642321	145642505	8.023561956
rv5	145992201	145992685	7.023561956
rv5	146015694	146016123	9.136624621
rv5	146055065	146055443	9.107330314
rv5	146125401	146125818	8.320178962
rv5	14634234	14634793	5.307354922
rv5	146392847	146393248	1.5
rv5	147321245	147321626	1.5
rv5	147338629	147339045	6.14385619
rv5	147339323	147339844	1.5
rv5	147339979	147340409	1.5
rv5	147400770	147401191	3.821928095
rv5	147401582	147402237	1.5
rv5	147499394	147499780	8.418863237
rv5	147706145	147706571	7.023561956
rv5	147962432	147962832	1.5
rv5	147991914	147992351	6.084962501
rv5	147992474	147992879	4.307354922
rv5	148038251	148038491	8.099912842
rv5	148658414	148658715	9.122051819
rv5	149117045	149117283	9.477279923
rv5	14937432	14937736	8.345490051
rv5	149437032	149437405	9.294415866
rv5	149498609	149498913	9.382643049
rv5	149692524	149692836	8.699672345
rv5	150237495	150237910	8.587462841
rv5	150347702	150348218	2.5
rv5	150395009	150395267	9.400866808
rv5	15044140	15044489	9.861943774
rv5	151118194	151118586	9.505624549
rv5	151456506	151457361	5.587462841
rv5	151457433	151458186	1.5
rv5	151459103	151459654	7.307354922
rv5	151459779	151460753	1.5
rv5	151590516	151591315	1.5
rv5	151664399	151664807	9.069855608
rv5	151720157	151722471	6.857552005
rv5	152124929	152125234	1.5
rv5	152125939	152126417	4.5
rv5	152144446	152144702	1.5
rv5	152145149	152145412	6.023561956
rv5	152146496	152146903	1.5
rv5	152265986	152266395	4.084962501
rv5	152266468	152267788	1.5
rv5	152267840	152269528	1.5
rv5	152269553	152269986	1.5
rv5	152270363	152271221	6.200439718
rv5	152296942	152297322	8.917852515
rv5	152319297	152319979	1.5
rv5	152450898	152451454	1.5
rv5	152452946	152453520	3.821928095
rv5	15296047	15296473	1.5
rv5	15296858	15297218	1.5
rv5	153103702	153104091	7.522367813
rv5	153649200	153649478	9.1794801
rv5	153920159	153920492	9.241466986
rv5	153931826	153932113	8.5
rv5	1539563	1540379	8.669925001
rv5	153956684	153957107	9.27478706
rv5	15398406	15398685	8.00779464
rv5	154756108	154756467	7.200439718
rv5	154756492	154756994	7.747927513
rv5	154899461	154899868	9.527905997
rv5	155036609	155036941	3.5
rv5	155074210	155074579	9.054588852
rv5	155489645	155490741	1.5
rv5	155492587	155494273	1.5
rv5	156084624	156085023	6.587462841
rv5	15641939	15642177	8.699672345
rv5	156864001	156864411	1.5
rv5	156864583	156865311	1.5
rv5	156865372	156865881	4.5
rv5	157000892	157001360	9.345490051
rv5	157615050	157615279	9.24819285
rv5	158463536	158463846	1.5
rv5	158991911	158992120	7.991853096
rv5	15906841	15907837	1.5
rv5	15908487	15909217	1.5
rv5	15909983	15911304	1.5
rv5	159424201	159424470	9.654818109
rv5	159493177	159493557	8.241466986
rv5	159650599	159650916	9.221099189
rv5	160137421	160138661	1.5
rv5	160305059	160305476	1.5
rv5	160305989	160306412	1.5
rv5	160499813	160500236	5.200439718
rv5	160502160	160502624	7.430737338
rv5	161034628	161035085	7.227920455
rv5	161138009	161138248	1.5
rv5	161139027	161139392	1.5
rv5	16125605	16125778	7.991853096
rv5	162238652	162239050	8.71916852
rv5	162310812	162311099	9.522367813
rv5	16242572	16242900	9.031381461
rv5	162462525	162462855	9.084962501
rv5	16339626	16340001	5.084962501
rv5	163460886	163461103	8.669925001
rv5	164130701	164131046	9.165335917
rv5	164512678	164513065	8.926264755
rv5	165569407	165569781	4.669925001
rv5	165570994	165571942	1.5
rv5	165572915	165573935	1.5
rv5	165847704	165848321	1.5
rv5	166396593	166397885	1.5
rv5	167046970	167047255	9.896604781
rv5	167285926	167286960	8.200439718
rv5	167382540	167382891	10.09245704
rv5	167484873	167485178	8.71916852
rv5	167572807	167573184	4.5
rv5	16768996	16769400	8.934628228
rv5	168000988	168001321	4.959431619
rv5	168918276	168918600	8.629283017
rv5	169248349	169248616	4.084962501
rv5	169669224	169669662	5.5
rv5	170083709	170084060	9.023561956
rv5	170140944	170141254	7.821928095
rv5	170396887	170397202	8.794620749
rv5	170510869	170511276	8.839850003
rv5	170511516	170512095	1.5
rv5	170512305	170512812	8.172425342
rv5	170738978	170739363	9.406890596
rv5	170768800	170769061	9.092457037
rv5	170785877	170786178	7.281359714
rv5	170828857	170829092	7.875039431
rv5	17102672	17103029	9.762094845
rv5	171059055	171059264	9.879378367
rv5	1712481	1712889	1.5
rv5	1713312	1713725	5.5
rv5	171455944	171456408	9.418863237
rv5	1714933	1715781	3.821928095
rv5	171536690	171537006	9.724001674
rv5	171576296	171576582	8.268184325
rv5	171783974	171784269	6.857552005
rv5	172244936	172245156	9.505624549
rv5	172831370	172831860	1.5
rv5	172831975	172832776	5.200439718
rv5	172832815	172833486	3.821928095
rv5	172833673	172834168	1.5
rv5	172888194	172888531	9.099912842
rv5	172889733	172889961	4.5
rv5	173080618	173081033	9.3008999
rv5	173280885	173281273	9.24819285
rv5	173445832	173446164	3.821928095
rv5	173517843	173518101	8.766786541
rv5	173948411	173948760	8.883704292
rv5	173966569	173966937	5.307354922
rv5	174561502	174561814	1.5
rv5	174564957	174565628	1.5
rv5	174789848	174790245	8.785402219
rv5	174828652	174829307	1.5
rv5	175148024	175148559	4.084962501
rv5	175192072	175192243	6.991853096
rv5	175460547	175461112	7.281359714
rv5	175480573	175480768	6.200439718
rv5	175705319	175705891	4.821928095
rv5	175734	176089	6.991853096
rv5	17581807	17582307	7.45419631
rv5	17589043	17589623	6.926264755
rv5	17589771	17591706	7.766786541
rv5	175969219	175969598	8.587462841
rv5	175970977	175971373	9.511227255
rv5	176314857	176315178	9.613742166
rv5	177202378	177203441	1.5
rv5	177203755	177204914	1.5
rv5	177388171	177389209	8.909390936
rv5	177405861	177406588	5.821928095
rv5	177406931	177407524	7.172425342
rv5	177426044	177426337	6.5
rv5	177538215	177538442	8.709453366
rv5	177630699	177631021	8.345490051
rv5	178510917	178511245	9.23470962
rv5	178531655	178532056	1.5
rv5	178533217	178533622	1.5
rv5	178567008	178567315	9.062242424
rv5	178575033	178575351	9.979780264
rv5	178704439	178704882	6.45419631
rv5	178941251	178941665	8.039158811
rv5	179073271	179073782	7.669925001
rv5	179393632	179394003	9.412889336
rv5	180332505	180332783	3.5
rv5	180334237	180334641	7.5
rv5	180516082	180517225	6.254887502
rv5	180716498	180716800	6.785402219
rv5	180731756	180732149	5.959431619
rv5	180741437	180741892	6.357980995
rv5	180742853	180743232	6.991853096
rv5	180745076	180745434	6.084962501
rv5	180746617	180747101	7.821928095
rv5	180750983	180751704	7.332890014
rv5	180754147	180754722	7.64974712
rv5	180755236	180755675	6.023561956
rv5	180772101	180772409	5.587462841
rv5	180792820	180793068	7.281359714
rv5	180897333	180897810	8.268184325
rv5	18260651	18261060	1.5
rv5	18474296	18474756	1.5
rv5	18901063	18901323	1.5
rv5	19052475	19052719	1.5
rv5	19164983	19165305	4.084962501
rv5	19165334	19166238	5.747927513
rv5	1968826	1970429	1.5
rv5	1970867	1971416	3.084962501
rv5	198655	199069	9.382643049
rv5	1989786	1990072	9.268184325
rv5	20102450	20102727	9.351749041
rv5	20645480	20646175	6.45419631
rv5	20646510	20647084	1.5
rv5	21108003	21108488	1.5
rv5	21108904	21109305	1.5
rv5	21109740	21110074	1.5
rv5	21112277	21112721	6.406890596
rv5	2114365	2114761	9.122051819
rv5	21973978	21974322	8.533423002
rv5	22009695	22009991	9.122051819
rv5	22020539	22020777	7.926264755
rv5	22821687	22822095	1.5
rv5	23734409	23734834	8.926264755
rv5	24091615	24091901	5.5
rv5	2421715	2422079	9.442514505
rv5	24371036	24371490	6.307354922
rv5	24371602	24372083	4.959431619
rv5	24372100	24372607	1.5
rv5	24372926	24373295	1.5
rv5	24758432	24758848	9.790018847
rv5	24918151	24918569	7.785402219
rv5	24995487	24995713	9.870687407
rv5	25080256	25080547	8.039158811
rv5	25081594	25081914	4.307354922
rv5	25095268	25095652	9.582149041
rv5	25268437	25268816	8.975733431
rv5	25380183	25380451	7.054588852
rv5	26232132	26232358	9.084962501
rv5	26289478	26289855	1.5
rv5	27323350	27323803	7.200439718
rv5	27593794	27594182	8.241466986
rv5	28164172	28164597	9.442514505
rv5	28201000	28201389	4.084962501
rv5	28802221	28802479	1.5
rv5	28874882	28875247	1.5
rv5	28982531	28982684	7.254887502
rv5	293647	294092	6.669925001
rv5	29487338	29487949	1.5
rv5	29488616	29489638	4.084962501
rv5	29877181	29877768	1.5
rv5	29878278	29878625	1.5
rv5	30426298	30426773	1.5
rv5	30801808	30802238	10.17595703
rv5	30818348	30818860	4.084962501
rv5	30823056	30823757	7.839850003
rv5	309762	310080	6.857552005
rv5	31190059	31190216	7.054588852
rv5	31530142	31530377	9.122051819
rv5	31670075	31670348	9.186500527
rv5	32185632	32186006	5.587462841
rv5	32189949	32190395	9.477279923
rv5	3224257	3224613	9.442514505
rv5	32822652	32823606	5.747927513
rv5	32824715	32825815	4.821928095
rv5	32826674	32827061	1.5
rv5	32827119	32828077	5.200439718
rv5	33123652	33123898	4.5
rv5	33126260	33126938	1.5
rv5	33127775	33128172	1.5
rv5	33571219	33571571	4.669925001
rv5	3389575	3390004	9.400866808
rv5	34149046	34149672	1.5
rv5	34150669	34151350	3.084962501
rv5	34151983	34153736	4.821928095
rv5	34305225	34306990	7.14385619
rv5	3439780	3440192	8.951211112
rv5	3440773	3441244	6.821928095
rv5	35445451	35445865	5.587462841
rv5	35569863	35570195	1.5
rv5	35575602	35576040	9.608524457
rv5	35601874	35602198	9.465784285
rv5	35914945	35915353	9.04689446
rv5	36293087	36293369	1.5
rv5	36321538	36321976	3.5
rv5	36975513	36975886	10.00779464
rv5	37235707	37236026	8.738404739
rv5	37269374	37269553	7.200439718
rv5	3730885	3731113	9.56608919
rv5	37458019	37458689	1.5
rv5	37459491	37460589	1.5
rv5	38170591	38171176	4.084962501
rv5	38173784	38174370	5.084962501
rv5	38391653	38391979	8.794620749
rv5	3882235	3882556	9.857552005
rv5	3900549	3901023	5.084962501
rv5	39787826	39789290	1.5
rv5	39789607	39790186	1.5
rv5	39790484	39792716	6.084962501
rv5	39792803	39793540	1.5
rv5	4045289	4045716	9.382643049
rv5	40521584	40521859	9.771463028
rv5	40542020	40542706	1.5
rv5	40543207	40543636	1.5
rv5	40615130	40615462	8.511227255
rv5	40616269	40616575	8.669925001
rv5	41049378	41049657	9.64974712
rv5	41235512	41235975	5.669925001
rv5	41603999	41604266	5.200439718
rv5	41978375	41978640	9.917852515
rv5	42077490	42077650	6.926264755
rv5	42082154	42082645	6.307354922
rv5	42166536	42167622	1.5
rv5	42737549	42737994	1.5
rv5	42739466	42739844	1.5
rv5	43274125	43274366	9.776124405
rv5	43577735	43578009	3.5
rv5	43614942	43615265	1.5
rv5	43718483	43718873	2.5
rv5	44152412	44152918	6.023561956
rv5	44153656	44154215	1.5
rv5	44784749	44785170	9.738404739
rv5	45495064	45495643	6.406890596
rv5	45548895	45549227	1.5
rv5	45661697	45663283	7.747927513
rv5	45663448	45663699	6.200439718
rv5	45978099	45978542	3.5
rv5	4616908	4617235	1.5
rv5	4618052	4618429	1.5
rv5	4619085	4619749	1.5
rv5	46321798	46322043	5.669925001
rv5	46344912	46345108	7.023561956
rv5	46354025	46354447	9.388743249
rv5	46356493	46356918	7.803780748
rv5	484210	484591	8.394817763
rv5	49405602	49406650	9.084962501
rv5	49406769	49407643	6.307354922
rv5	49407687	49408357	1.5
rv5	49408499	49410563	1.5
rv5	49410608	49412781	8.488684687
rv5	49413371	49414995	1.5
rv5	49415129	49417581	1.5
rv5	49417729	49420174	1.5
rv5	49420181	49420611	1.5
rv5	49420728	49421419	1.5
rv5	49421612	49422840	1.5
rv5	49423023	49425884	1.5
rv5	49426040	49427861	1.5
rv5	49428006	49430874	1.5
rv5	49431339	49432329	1.5
rv5	49432788	49435739	1.5
rv5	49436525	49438849	1.5
rv5	49439102	49441382	1.5
rv5	49473276	49473678	8.857552005
rv5	49501281	49501589	6.892317423
rv5	49533400	49533795	7.785402219
rv5	49563801	49564015	1.5
rv5	49567836	49568093	8.332890014
rv5	50010710	50011050	9.200439718
rv5	50549227	50549613	9.084962501
rv5	50550088	50550848	8.766786541
rv5	50628361	50629005	2.5
rv5	50630338	50630594	7.669925001
rv5	50630691	50631312	6.307354922
rv5	5073514	5073708	9.576815597
rv5	50968916	50969161	9.412889336
rv5	51092538	51092883	9.699672345
rv5	51314654	51315314	7.332890014
rv5	51488715	51489141	1.5
rv5	51541520	51541855	8.757387843
rv5	51542632	51542974	7.023561956
rv5	51665155	51665484	8.281359714
rv5	51908868	51909279	5.747927513
rv5	52046204	52046602	9.418863237
rv5	52128595	52128957	8.307354922
rv5	52986096	52986385	9.172425342
rv5	53084945	53085205	2.5
rv5	53134150	53134549	9.099912842
rv5	5329073	5329397	9.963524373
rv5	53297952	53298243	10.02356196
rv5	53359422	53359703	9.241466986
rv5	53477612	53478226	1.5
rv5	54048733	54049131	9.603287808
rv5	54250596	54250966	8.522367813
rv5	54914692	54915111	8.544394119
rv5	54991332	54992254	6.200439718
rv5	55048446	55048772	1.5
rv5	55356801	55357096	8.618941073
rv5	55657498	55657823	8.598032083
rv5	55676715	55676923	8.639551352
rv5	55838669	55839082	8.200439718
rv5	56095599	56096051	1.5
rv5	56649762	56649978	1.5
rv5	56650383	56650828	1.5
rv5	56673541	56674107	5.669925001
rv5	56768736	56770340	7.959431619
rv5	56770554	56770960	2.5
rv5	56877956	56878240	9.388743249
rv5	57166003	57166247	8.418863237
rv5	57348648	57348993	8.430737338
rv5	57550382	57550807	8.054588852
rv5	57655425	57655827	9.913627929
rv5	57681128	57682197	1.5
rv5	57682543	57683804	5.747927513
rv5	57684424	57685012	1.5
rv5	57685015	57685638	1.5
rv5	57849071	57849374	1.5
rv5	57852192	57852645	6.629283017
rv5	57873921	57874180	3.821928095
rv5	57937626	57937989	9.158211483
rv5	58580277	58580934	6.747927513
rv5	58729802	58730147	7.114709844
rv5	58985413	58985778	9.587462841
rv5	59399802	59400262	9.400866808
rv5	60344338	60344751	8.418863237
rv5	61039408	61039595	9.942943496
rv5	61813862	61814033	7.785402219
rv5	61970137	61970445	2.5
rv5	62095193	62095874	6.200439718
rv5	62113894	62114311	5.200439718
rv5	62114605	62114971	1.5
rv5	62115161	62115729	6.307354922
rv5	62116185	62116580	8.608524457
rv5	62117626	62118157	1.5
rv5	62246720	62247194	9.193486957
rv5	62617360	62617815	8.14385619
rv5	62682069	62682446	9.261551232
rv5	62976877	62977272	7.45419631
rv5	63150434	63150584	7.084962501
rv5	63238021	63238522	7.875039431
rv5	63426567	63427070	6.307354922
rv5	63647844	63648213	7.054588852
rv5	63702647	63702925	8.72881869
rv5	63776847	63777310	4.959431619
rv5	63969259	63969632	7.689824559
rv5	64007299	64007609	1.5
rv5	64009402	64009868	6.254887502
rv5	64099833	64100237	9.394817763
rv5	64460127	64460935	7.477279923
rv5	64462171	64462762	1.5
rv5	64463583	64464330	1.5
rv5	6461243	6461589	9.629283017
rv5	64795800	64796298	1.5
rv5	65373482	65373851	7.821928095
rv5	65554441	65554869	7.5
rv5	65619953	65620254	9.261551232
rv5	66505671	66505943	9.054588852
rv5	67036503	67037010	1.5
rv5	67118964	67119362	3.5
rv5	67186766	67187372	1.5
rv5	67619790	67620026	7.64974712
rv5	68187799	68188171	9.254887502
rv5	68206844	68207117	9.45419631
rv5	68216654	68217065	9.694756854
rv5	68241255	68241567	9.227920455
rv5	68265500	68265760	8.900879436
rv5	68368927	68369234	7.254887502
rv5	68407027	68407180	8.172425342
rv5	68755485	68755818	10.1794801
rv5	68793739	68794008	7.14385619
rv5	68823048	68823283	8.848728154
rv5	68894820	68895155	7.892317423
rv5	68934729	68935010	5.892317423
rv5	69377051	69377460	1.5
rv5	69514455	69514855	6.892317423
rv5	6967199	6967620	4.084962501
rv5	69749963	69750412	8.039158811
rv5	69789561	69789902	5.669925001
rv5	70324229	70324682	6.857552005
rv5	70514819	70515219	5.747927513
rv5	70532172	70533282	8.307354922
rv5	7056916	7057328	1.5
rv5	70632630	70633049	6.023561956
rv5	70765590	70765983	7.172425342
rv5	70829126	70829342	8.023561956
rv5	70904753	70905136	3.084962501
rv5	71148157	71148666	1.5
rv5	7127351	7127619	1.5
rv5	7172422	7172773	7.114709844
rv5	7194937	7195431	1.5
rv5	7197589	7198054	5.307354922
rv5	72019483	72019778	8.96760555
rv5	72275192	72275525	1.5
rv5	7234170	7234587	1.5
rv5	72497353	72497584	9.436637939
rv5	72653452	72653696	9.313781191
rv5	72784407	72784778	9.382643049
rv5	74007035	74007498	7.332890014
rv5	74068936	74069230	7.64974712
rv5	74179404	74179780	7.522367813
rv5	74326575	74326933	9.618941073
rv5	74410891	74411330	5.200439718
rv5	74838954	74839337	9.835390355
rv5	74902080	74902383	1.5
rv5	74904446	74904836	9.560695932
rv5	74941856	74942305	1.5
rv5	74943167	74943520	6.307354922
rv5	75067756	75068072	6.45419631
rv5	75178732	75179130	1.5
rv5	7520409	7520726	9.817412614
rv5	75356884	75357189	8.345490051
rv5	7605471	7605870	1.5
rv5	76275845	76276084	8.186500527
rv5	76338481	76339262	6.629283017
rv5	76768093	76768373	5.821928095
rv5	76993866	76994163	8.821928095
rv5	77090098	77090512	5.307354922
rv5	77419434	77419719	5.307354922
rv5	77748211	77748609	1.5
rv5	77751658	77752152	1.5
rv5	77842661	77842871	8.039158811
rv5	77878143	77878560	1.5
rv5	77879364	77879794	8.268184325
rv5	77915652	77916087	1.5
rv5	78163580	78163926	8.039158811
rv5	78166489	78166702	5.307354922
rv5	78167341	78167762	7.14385619
rv5	78235428	78235780	7.875039431
rv5	78353235	78353616	9.214245518
rv5	79025369	79025786	9.14385619
rv5	79076798	79078041	8.618941073
rv5	79079095	79079682	1.5
rv5	79202779	79203197	1.5
rv5	79244268	79244644	9.062242424
rv5	79435330	79435482	8.488684687
rv5	79947242	79947448	7.709453366
rv5	80239148	80239482	1.5
rv5	80791931	80792113	9.268184325
rv5	8084755	8085161	6.587462841
rv5	8086199	8086516	4.307354922
rv5	80914366	80914838	1.5
rv5	80916451	80917760	8.294415866
rv5	81343784	81344308	1.5
rv5	81559685	81560073	9.516808288
rv5	81665510	81666128	1.5
rv5	81666304	81666647	2.5
rv5	81666872	81667785	6.200439718
rv5	81725733	81726835	1.5
rv5	81726971	81727333	1.5
rv5	81877236	81877627	9.624121312
rv5	82229866	82230115	4.307354922
rv5	82529398	82529698	8.983815777
rv5	82614978	82615449	1.5
rv5	83099748	83100151	9.963524373
rv5	83199254	83199610	1.5
rv5	84717425	84717739	5.892317423
rv5	84757065	84757488	9.430737338
rv5	84939588	84940007	8.254887502
rv5	85510846	85511249	6.587462841
rv5	85810696	85811994	1.5
rv5	86032599	86032927	9.598032083
rv5	86289358	86289702	9.724001674
rv5	86387191	86387622	1.5
rv5	86513410	86513779	9.522367813
rv5	87350868	87351280	5.406890596
rv5	8746001	8746255	5.587462841
rv5	87614811	87615237	7.477279923
rv5	88541459	88541875	10.14745843
rv5	89126343	89126617	9.281359714
rv5	89357886	89358183	8.45419631
rv5	89508270	89508822	5.5
rv5	89739036	89739563	1.5
rv5	897527	899938	8.951211112
rv5	90107360	90107596	9.339203788
rv5	90113737	90114237	8.158211483
rv5	90220329	90220749	7.357980995
rv5	9109152	9109482	4.959431619
rv5	91120865	91121293	8.214245518
rv5	91475365	91475666	8.576815597
rv5	91593863	91594152	6.254887502
rv5	91730834	91731248	9.448367232
rv5	92291370	92291674	9.200439718
rv5	92473403	92473761	1.5
rv5	92549758	92550119	4.821928095
rv5	92550188	92550819	1.5
rv5	92601927	92602359	8.357980995
rv5	92677154	92677587	7.544394119
rv5	93031983	93032295	8.794620749
rv5	93163285	93163650	8.268184325
rv5	9442672	9443053	8.709453366
rv5	94717300	94717509	8.875039431
rv5	94742532	94742803	9.971675214
rv5	95113471	95113906	9.320178962
rv5	95165171	95165546	8.900879436
rv5	95440326	95440886	1.5
rv5	95442483	95442867	1.5
rv5	95443607	95443865	1.5
rv5	9577099	9577506	5.747927513
rv5	9584627	9584848	1.5
rv5	9585156	9586058	6.587462841
rv5	9586298	9586686	6.406890596
rv5	96962351	96962681	9.351749041
rv5	96967774	96968701	7.803780748
rv5	97331158	97331518	6.307354922
rv5	97870304	97870588	8.241466986
rv5	97992974	97993305	9.015699838
rv5	98040427	98040814	6.406890596
rv5	98247919	98248235	9.114709844
rv5	98858142	98859149	8.442514505
rv5	98871382	98871647	7.689824559
rv5	98963172	98963565	8.892317423
rv5	99027185	99027772	1.5
rv5	99027841	99028267	1.5
rv5	99164759	99165228	3.084962501
rv5	99192578	99192974	2.5
