#chr	start	end	value	options
rv1	12019242	12032049	185.3567393	stroke_color=blue
rv17	28744005	28750958	185.3922741	stroke_color=blue
rv1	43969981	43973371	185.4134	stroke_color=blue
rv1	230321646	230425928	185.5100298	stroke_color=blue
rv11	5590982	5685109	185.7352949	stroke_color=blue
rv7	75338087	75345384	185.7633032	stroke_color=blue
rv10	49818275	49942027	185.8788416	stroke_color=blue
rv19	11377205	11384342	185.8941418	stroke_color=blue
rv16	19716456	19857585	185.964321	stroke_color=blue
rv19	34254551	34355566	186.0379372	stroke_color=blue
rv5	150000606	150053143	186.0777032	stroke_color=blue
rv9	6720863	7175648	186.0953541	stroke_color=blue
rv12	123383778	123409358	186.1479303	stroke_color=blue
rv15	75903859	75935268	186.1708657	stroke_color=blue
rv17	4967992	4987673	186.2844475	stroke_color=blue
rv12	88492793	88580473	186.3934315	stroke_color=blue
rv12	88049013	88142216	186.5186251	stroke_color=blue
rv1	26879382	26890378	186.5519002	stroke_color=blue
rv8	100509752	100559786	186.5874388	stroke_color=blue
rv16	30761612	30802340	186.6832035	stroke_color=blue
rv16	67199111	67204029	186.7615827	stroke_color=blue
rv9	136494444	136545786	186.7798158	stroke_color=blue
rv2	20617804	20651104	186.8958096	stroke_color=blue
rv18	63966381	63969891	186.8988986	stroke_color=blue
rv6	17393216	17557792	186.8988986	stroke_color=blue
rv6	159679116	159693321	186.9348426	stroke_color=blue
rv11	70467856	71252738	187.0980981	stroke_color=blue
rv1	22428838	22531157	187.1217595	stroke_color=blue
rv6	43014103	43021298	187.1357386	stroke_color=blue
rv21	43789535	43804102	187.1973977	stroke_color=blue
rv22	39349949	39385588	187.3161882	stroke_color=blue
rv19	14477759	14496149	187.33821	stroke_color=blue
rv14	23117306	23119985	187.4572651	stroke_color=blue
rv7	74209392	74229834	187.4572651	stroke_color=blue
rv11	65084222	65088402	187.4847626	stroke_color=blue
rv10	118297667	118302782	187.5576709	stroke_color=blue
rv11	73400478	73598189	187.5761331	stroke_color=blue
rv5	151253052	151270394	187.7012961	stroke_color=blue
rv22	26491927	26512496	187.7483898	stroke_color=blue
rv8	614737	731239	187.8949171	stroke_color=blue
rv4	185585444	185956716	187.92637	stroke_color=blue
rv2	162318793	162379989	188.0953336	stroke_color=blue
rv18	24426645	24453531	188.1599025	stroke_color=blue
rv19	37907221	38208372	188.1976788	stroke_color=blue
rv8	19939071	19967259	188.3285853	stroke_color=blue
rv3	149494660	149496003	188.3707038	stroke_color=blue
rv9	135462718	135472249	188.7155054	stroke_color=blue
rv1	173714912	173786822	188.8616406	stroke_color=blue
rv6	26382886	26394874	188.9364319	stroke_color=blue
rv6	42929122	42939270	188.955191	stroke_color=blue
rv5	42423775	42721878	189.0959239	stroke_color=blue
rv21	39184176	39313819	189.1317259	stroke_color=blue
rv17	14069402	14217922	189.3236261	stroke_color=blue
rv6	42984499	43012345	189.4143215	stroke_color=blue
rv5	132369704	132395614	189.4704783	stroke_color=blue
rv19	15380048	15419121	189.5296121	stroke_color=blue
rv6	108041409	108074737	189.6109616	stroke_color=blue
rv10	50305585	50623977	189.841566	stroke_color=blue
rv3	172039628	172400703	189.8415799	stroke_color=blue
rv22	37906148	37942458	189.860041	stroke_color=blue
rv8	22620418	22669148	189.9169255	stroke_color=blue
rv22	18149959	18177397	189.9553414	stroke_color=blue
rv3	12557014	12583713	190.1127279	stroke_color=blue
rv17	64147433	64263323	190.2006964	stroke_color=blue
rv19	40440841	40444375	190.2559034	stroke_color=blue
rv1	11934667	11975542	190.2572883	stroke_color=blue
rv5	66596348	67169598	190.4172691	stroke_color=blue
rv22	19846138	19854848	190.4350355	stroke_color=blue
rv17	36591786	36600804	190.4619933	stroke_color=blue
rv12	53479669	53500136	190.6685849	stroke_color=blue
rv3	73061659	73063337	190.7061563	stroke_color=blue
rv11	58526871	58578892	190.752291	stroke_color=blue
rv17	28855025	28861054	190.7601651	stroke_color=blue
rv12	120725738	120740008	191.1204095	stroke_color=blue
rv14	71321396	71741229	191.1653979	stroke_color=blue
rv11	6474683	6481479	191.2439285	stroke_color=blue
rv3	9749944	9788246	191.2883449	stroke_color=blue
rv15	90930008	90954093	191.2948718	stroke_color=blue
rv17	29573469	29589592	191.3804149	stroke_color=blue
rv1	21596215	21669375	191.4497099	stroke_color=blue
rv1	202878282	202889257	191.5839337	stroke_color=blue
rv1	155195584	155209180	191.614259	stroke_color=blue
rv3	129647792	129893597	191.7074647	stroke_color=blue
rv11	93609432	93610414	191.7126271	stroke_color=blue
rv1	154944080	154956091	191.7941286	stroke_color=blue
rv3	51395867	51505618	191.9801208	stroke_color=blue
rv17	59859479	59892945	192.0497206	stroke_color=blue
rv4	127782209	127834073	192.0609154	stroke_color=blue
rv10	22534837	22714574	192.074733	stroke_color=blue
rv2	218637916	218659632	192.2435104	stroke_color=blue
rv1	40691570	40771603	192.3246501	stroke_color=blue
rv21	38805307	38824955	192.3649016	stroke_color=blue
rv10	73812501	73874591	192.4050312	stroke_color=blue
rv19	10566462	10568979	192.6560032	stroke_color=blue
rv15	50424377	50501083	193.0209242	stroke_color=blue
rv19	58083834	58118433	193.0415825	stroke_color=blue
rv20	31664452	31723964	193.0761232	stroke_color=blue
rv19	6210381	6279948	193.0843244	stroke_color=blue
rv19	44954585	44993346	193.2077914	stroke_color=blue
rv16	70346861	70373383	193.2513693	stroke_color=blue
rv12	26335352	26833198	193.2912608	stroke_color=blue
rv14	50719763	50831165	193.3238971	stroke_color=blue
rv11	88293592	88337773	193.3308407	stroke_color=blue
rv6	28124556	28130086	193.3548537	stroke_color=blue
rv13	30617693	30659557	193.381261	stroke_color=blue
rv10	118004916	118046877	193.4289884	stroke_color=blue
rv14	70722526	70809269	193.4854066	stroke_color=blue
rv15	64460743	64686068	193.7712941	stroke_color=blue
rv3	51957454	51967466	193.7807481	stroke_color=blue
rv11	47980558	48170842	193.9725407	stroke_color=blue
rv16	30699141	30740129	194.0552745	stroke_color=blue
rv22	20441519	20495883	194.0564715	stroke_color=blue
rv2	241494707	241509730	194.2265129	stroke_color=blue
rv11	103109431	103479863	194.2936017	stroke_color=blue
rv14	56514351	56551309	194.2958283	stroke_color=blue
rv1	2404802	2413780	194.4302295	stroke_color=blue
rv4	102501329	102617302	194.5137386	stroke_color=blue
rv2	85341955	85354698	194.6075264	stroke_color=blue
rv3	12897043	13282998	194.6771514	stroke_color=blue
rv1	226870572	226896103	194.7556341	stroke_color=blue
rv1	154405193	154469450	194.7772053	stroke_color=blue
rv6	152987366	153002815	194.8175032	stroke_color=blue
rv9	35099776	35103195	194.855413	stroke_color=blue
rv3	20040032	20154404	194.8761691	stroke_color=blue
rv5	14704800	14871778	194.9258297	stroke_color=blue
rv6	31879759	31897707	194.9634173	stroke_color=blue
rv9	128166065	128204383	194.9941518	stroke_color=blue
rv11	71453171	71501538	195.1739302	stroke_color=blue
rv11	47239302	47248847	195.2327757	stroke_color=blue
rv5	16472816	16617058	195.2524104	stroke_color=blue
rv9	132670035	132690084	195.4209495	stroke_color=blue
rv10	99875576	100009948	195.4662847	stroke_color=blue
rv2	36355771	36551135	195.4742052	stroke_color=blue
rv5	154445957	154461053	195.5467555	stroke_color=blue
rv1	27098809	27155130	195.5565813	stroke_color=blue
rv3	48625723	48635493	195.6564987	stroke_color=blue
rv21	41739369	41767089	195.66282	stroke_color=blue
rv2	190408355	190502315	195.6633477	stroke_color=blue
rv17	81395464	81466332	195.7100025	stroke_color=blue
rv17	56887909	56914048	195.7275993	stroke_color=blue
rv15	77994985	78077667	195.7397214	stroke_color=blue
rv7	78017055	79453805	196.3807507	stroke_color=blue
rv21	37223425	37268124	196.3972581	stroke_color=blue
rv12	6946576	6961316	196.4198393	stroke_color=blue
rv17	45434247	45490780	196.4272378	stroke_color=blue
rv8	132775358	132848807	196.4335707	stroke_color=blue
rv3	101724084	101770562	196.457396	stroke_color=blue
rv5	120464278	120687332	196.6748191	stroke_color=blue
rv18	12661750	12702777	196.6874892	stroke_color=blue
rv5	179837266	179858840	196.6957806	stroke_color=blue
rv1	15409895	15430343	196.7681361	stroke_color=blue
rv1	151762969	151771330	196.8781094	stroke_color=blue
rv8	31033262	31173761	196.9020027	stroke_color=blue
rv3	196238382	196287713	197.0769858	stroke_color=blue
rv19	29811898	29824312	197.2899287	stroke_color=blue
rv11	1554051	1572831	197.2904112	stroke_color=blue
rv15	42158701	42208326	197.4110932	stroke_color=blue
rv3	154121003	154257827	197.4509782	stroke_color=blue
rv22	38468062	38483447	197.5068327	stroke_color=blue
rv6	83151972	83193936	197.5717711	stroke_color=blue
rv17	997117	1002167	197.6175824	stroke_color=blue
rv17	82101470	82213520	197.6187764	stroke_color=blue
rv12	51186936	51217693	197.6733061	stroke_color=blue
rv8	144314583	144326919	197.6973929	stroke_color=blue
rv11	68903851	68940601	197.8149306	stroke_color=blue
rv19	35629078	35637685	197.9397935	stroke_color=blue
rv20	58689131	58715844	197.9501301	stroke_color=blue
rv17	19904452	19977856	197.9909974	stroke_color=blue
rv3	69739435	69968337	198.1272854	stroke_color=blue
rv10	15778169	15860520	198.1517468	stroke_color=blue
rv16	3222325	3236221	198.2429782	stroke_color=blue
rv19	4247114	4269088	198.4717655	stroke_color=blue
rv2	32947300	33399509	198.4758355	stroke_color=blue
rv10	15211643	15371059	198.5086915	stroke_color=blue
rv22	41244777	41302210	198.5469388	stroke_color=blue
rv10	119704395	119829278	198.6155766	stroke_color=blue
rv19	10553085	10566031	198.6702024	stroke_color=blue
rv22	31325804	31346263	198.6813166	stroke_color=blue
rv2	46542728	46584688	198.8353947	stroke_color=blue
rv3	123201927	123274136	198.9120246	stroke_color=blue
rv9	133340901	133348156	199.0386085	stroke_color=blue
rv8	143636013	143653775	199.0702864	stroke_color=blue
rv21	41464551	41508158	199.1747785	stroke_color=blue
rv9	113150958	113164142	199.2747202	stroke_color=blue
rv20	56392371	56404526	199.3896569	stroke_color=blue
rv6	34287194	34392680	199.4508647	stroke_color=blue
rv17	82031656	82034204	199.5425244	stroke_color=blue
rv11	67350765	67353596	199.5767833	stroke_color=blue
rv7	150991056	151014599	199.577011	stroke_color=blue
rv6	130828173	131063322	199.8220946	stroke_color=blue
rv19	19710472	19733112	199.8882839	stroke_color=blue
rv1	41027199	41242159	200.0305233	stroke_color=blue
rv1	20482391	20486235	200.0476019	stroke_color=blue
rv2	42169338	42332548	200.1135591	stroke_color=blue
rv6	26124145	26124690	200.2254934	stroke_color=blue
rv16	1984149	1987749	200.3460865	stroke_color=blue
rv1	29167696	29230958	200.3533045	stroke_color=blue
rv9	132592997	132670401	200.3632608	stroke_color=blue
rv17	28042647	28205140	200.387722	stroke_color=blue
rv9	128455155	128501292	200.453319	stroke_color=blue
rv9	124878294	124941114	200.5762153	stroke_color=blue
rv6	151239999	151358559	200.6141286	stroke_color=blue
rv2	202376310	202567751	200.6794617	stroke_color=blue
rv7	149764182	149776323	200.7201573	stroke_color=blue
rv10	43556344	43574618	200.7524962	stroke_color=blue
rv22	46267964	46294008	200.8292026	stroke_color=blue
rv6	155247238	155314497	200.8817455	stroke_color=blue
rv17	76389532	76453206	201.1190843	stroke_color=blue
rv12	122865328	122896220	201.1686134	stroke_color=blue
rv16	67934504	67936877	201.1932273	stroke_color=blue
rv20	36891824	36951843	201.2998324	stroke_color=blue
rv3	37052626	37176817	201.3217994	stroke_color=blue
rv16	589357	629273	201.3498975	stroke_color=blue
rv12	64824572	64881022	201.4654503	stroke_color=blue
rv2	219245469	219250337	201.9282131	stroke_color=blue
rv12	6766139	6770952	202.1218432	stroke_color=blue
rv1	36155965	36180849	202.1842658	stroke_color=blue
rv7	149262171	149284994	202.2101026	stroke_color=blue
rv15	73983218	73994622	202.3190285	stroke_color=blue
rv5	140401814	140539856	202.3222873	stroke_color=blue
rv19	50819146	50823787	202.4325003	stroke_color=blue
rv8	29067278	29263304	202.5126303	stroke_color=blue
rv12	49097139	49110900	202.5412402	stroke_color=blue
rv2	96536727	96552634	202.5936384	stroke_color=blue
rv11	66638617	66668385	202.7537187	stroke_color=blue
rv9	128819651	128829847	203.0069368	stroke_color=blue
rv3	50674969	51384198	203.0110515	stroke_color=blue
rv20	33490122	33650031	203.3878993	stroke_color=blue
rv20	45948653	45972194	203.6475176	stroke_color=blue
rv19	17226204	17229219	203.8035877	stroke_color=blue
rv17	82442586	82450831	203.9042126	stroke_color=blue
rv1	45500184	45511067	204.0874116	stroke_color=blue
rv2	47806920	47906535	204.1456052	stroke_color=blue
rv19	49157759	49211841	204.1609457	stroke_color=blue
rv1	116514534	116571093	204.1613439	stroke_color=blue
rv3	50362613	50504244	204.1929418	stroke_color=blue
rv10	70052601	70112284	204.2893722	stroke_color=blue
rv7	30370050	30372809	204.3161151	stroke_color=blue
rv9	113349532	113371233	204.3179897	stroke_color=blue
rv20	53567065	53608969	204.3341296	stroke_color=blue
rv14	26445883	26597754	204.3571809	stroke_color=blue
rv1	182959019	182960412	204.3769746	stroke_color=blue
rv19	2425624	2427916	204.3769746	stroke_color=blue
rv3	49121114	49133166	204.3769746	stroke_color=blue
rv9	136673143	136687459	204.4697454	stroke_color=blue
rv19	49659569	49665875	204.736394	stroke_color=blue
rv19	35748361	35754519	204.905815	stroke_color=blue
rv15	92900321	93028007	205.103689	stroke_color=blue
rv21	39867421	39929397	205.103689	stroke_color=blue
rv13	23328823	23433728	205.1600599	stroke_color=blue
rv12	67648732	67662664	205.1790638	stroke_color=blue
rv15	34525276	34583651	205.2686481	stroke_color=blue
rv19	647526	663313	205.2878617	stroke_color=blue
rv16	67723070	67806652	205.3097439	stroke_color=blue
rv22	31618491	31662564	205.4238249	stroke_color=blue
rv22	31479385	31479488	205.4238249	stroke_color=blue
rv19	52031378	52048820	205.4533056	stroke_color=blue
rv9	137086862	137109187	205.531935	stroke_color=blue
rv7	21428071	21514822	205.547881	stroke_color=blue
rv1	43979202	43991171	205.6451111	stroke_color=blue
rv3	50317790	50322850	205.8603711	stroke_color=blue
rv2	216038388	216081816	205.8624232	stroke_color=blue
rv9	113444729	113597743	205.9155262	stroke_color=blue
rv3	197509783	197573323	206.1622563	stroke_color=blue
rv19	55151767	55157732	206.4059122	stroke_color=blue
rv5	134114703	134148229	206.4869761	stroke_color=blue
rv1	220690286	220699157	206.6056619	stroke_color=blue
rv17	44076753	44123646	206.6178077	stroke_color=blue
rv22	29508167	29553760	206.6894814	stroke_color=blue
rv21	36134900	36146562	206.7440502	stroke_color=blue
rv20	35115357	35147358	206.7975645	stroke_color=blue
rv14	96281258	96363341	206.896109	stroke_color=blue
rv4	25721867	25863595	206.9211665	stroke_color=blue
rv17	7561992	7571969	206.9303838	stroke_color=blue
rv9	94726604	95147311	207.0391605	stroke_color=blue
rv1	35059786	35115859	207.0751909	stroke_color=blue
rv13	76991924	77002517	207.0817637	stroke_color=blue
rv19	3052910	3063107	207.2244157	stroke_color=blue
rv6	83193313	83198932	207.2765829	stroke_color=blue
rv13	77001339	77027196	207.4745218	stroke_color=blue
rv5	102755276	103031105	207.4745218	stroke_color=blue
rv19	39406847	39409412	207.5085006	stroke_color=blue
rv12	95467262	95467876	207.5103321	stroke_color=blue
rv2	209424047	209734118	207.5103321	stroke_color=blue
rv12	122021886	122062044	207.5441598	stroke_color=blue
rv6	32128707	32130308	207.6125719	stroke_color=blue
rv1	149884460	149886682	207.6555216	stroke_color=blue
rv9	69035563	69100178	207.6562096	stroke_color=blue
rv19	44165062	44177685	207.8239026	stroke_color=blue
rv15	40569293	40574706	208.0588768	stroke_color=blue
rv12	56341597	56360253	208.0905119	stroke_color=blue
rv1	229593111	229626047	208.135424	stroke_color=blue
rv3	50569180	50589050	208.1407684	stroke_color=blue
rv12	119667864	119681624	208.1590123	stroke_color=blue
rv12	70366223	70434292	208.2931526	stroke_color=blue
rv3	149517235	149703273	208.5175149	stroke_color=blue
rv9	26947039	27066129	208.6790486	stroke_color=blue
rv4	52590960	52659335	208.7311498	stroke_color=blue
rv6	111555378	111606874	208.7554663	stroke_color=blue
rv6	57172306	57185215	208.8710797	stroke_color=blue
rv6	31958804	31969755	208.9676617	stroke_color=blue
rv6	136822220	136913934	208.9846055	stroke_color=blue
rv5	142000669	142013055	209.2214373	stroke_color=blue
rv16	729753	741038	209.4224524	stroke_color=blue
rv1	204422628	204494815	209.4619454	stroke_color=blue
rv3	138187248	138298389	209.4731827	stroke_color=blue
rv9	111896766	111935374	209.5396264	stroke_color=blue
rv19	4007598	4039386	209.5727201	stroke_color=blue
rv15	43371059	43407095	209.8372207	stroke_color=blue
rv7	102285059	102321711	209.9658528	stroke_color=blue
rv5	115200241	115262887	210.0320672	stroke_color=blue
rv6	30743199	30744550	210.1183272	stroke_color=blue
rv19	22634324	22667670	210.1274532	stroke_color=blue
rv17	48591257	48593741	210.5549464	stroke_color=blue
rv8	66767397	66768005	210.566347	stroke_color=blue
rv10	50799409	50885675	210.7481531	stroke_color=blue
rv17	42313324	42388503	210.9882428	stroke_color=blue
rv11	108505431	108593765	211.0413874	stroke_color=blue
rv2	223950890	223967714	211.0650366	stroke_color=blue
rv8	1970710	2006943	211.0876469	stroke_color=blue
rv2	61017677	61051990	211.1039503	stroke_color=blue
rv2	75650309	75651648	211.1428209	stroke_color=blue
rv15	28885994	29118315	211.15628	stroke_color=blue
rv21	45502517	45563126	211.3150778	stroke_color=blue
rv3	112990482	113001374	211.3518929	stroke_color=blue
rv3	173396490	174286644	211.3631045	stroke_color=blue
rv5	177446344	177456701	211.5919819	stroke_color=blue
rv5	40679498	40741764	211.6478938	stroke_color=blue
rv9	4679553	4708399	211.7624313	stroke_color=blue
rv10	72096032	72217134	211.851925	stroke_color=blue
rv14	90868122	91060649	211.9642747	stroke_color=blue
rv1	2228695	2310213	211.9834803	stroke_color=blue
rv8	8783354	8893621	212.1074248	stroke_color=blue
rv5	64718148	64768731	212.2585663	stroke_color=blue
rv21	44885949	44928873	212.3670046	stroke_color=blue
rv4	148078764	148445278	212.3901026	stroke_color=blue
rv11	130875871	130916487	212.3967186	stroke_color=blue
rv16	67154185	67159909	212.4933144	stroke_color=blue
rv16	28904421	28925211	213.0627124	stroke_color=blue
rv20	25195670	25226724	213.2374519	stroke_color=blue
rv11	116773236	116773989	213.461281	stroke_color=blue
rv19	20004418	20039526	213.4663487	stroke_color=blue
rv8	89757733	89791064	213.5149229	stroke_color=blue
rv19	48748011	48755390	213.7460083	stroke_color=blue
rv12	131894734	131923162	213.8631861	stroke_color=blue
rv3	42013802	42225890	214.1191702	stroke_color=blue
rv19	58467045	58473578	214.2376344	stroke_color=blue
rv1	184387016	184629021	214.2921718	stroke_color=blue
rv14	102317377	102343174	214.3267424	stroke_color=blue
rv11	797511	799185	214.4285705	stroke_color=blue
rv6	100508194	100881372	214.4617462	stroke_color=blue
rv10	16436943	16513745	214.5673493	stroke_color=blue
rv9	129634604	129642169	214.6330276	stroke_color=blue
rv12	121002422	121016502	214.6419297	stroke_color=blue
rv20	58995187	59007254	214.6862081	stroke_color=blue
rv3	184186075	184194452	214.7232339	stroke_color=blue
rv7	50458436	50565457	214.9260204	stroke_color=blue
rv17	79932343	80035867	215.0508886	stroke_color=blue
rv12	27524112	27695564	215.09265	stroke_color=blue
rv2	127941217	128028093	215.0988894	stroke_color=blue
rv11	9664077	9752991	215.1040737	stroke_color=blue
rv6	32845209	32853971	215.1196304	stroke_color=blue
rv3	12484432	12539622	215.603417	stroke_color=blue
rv12	55720367	55724742	215.6099472	stroke_color=blue
rv22	29883165	30030868	215.7438262	stroke_color=blue
rv7	102433530	102456821	215.7512236	stroke_color=blue
rv8	19313443	19396218	215.8809304	stroke_color=blue
rv16	67192165	67198918	216.0134082	stroke_color=blue
rv5	69639463	69710527	216.0166785	stroke_color=blue
rv11	57406954	57427580	216.0997223	stroke_color=blue
rv17	43483917	43526796	216.2641383	stroke_color=blue
rv5	151100706	151157882	216.842742	stroke_color=blue
rv3	47282840	47346816	216.8458824	stroke_color=blue
rv18	79902420	79951664	216.9591732	stroke_color=blue
rv3	119428960	119463682	217.0162746	stroke_color=blue
rv17	3802160	3846251	217.3554264	stroke_color=blue
rv13	45120464	45284889	217.4062495	stroke_color=blue
rv15	34379068	34437466	217.4282279	stroke_color=blue
rv1	160343273	160358952	217.4600386	stroke_color=blue
rv1	161279465	161281773	217.4861048	stroke_color=blue
rv19	50723348	50725724	217.6492437	stroke_color=blue
rv19	4360367	4400568	217.6801521	stroke_color=blue
rv12	58591702	58812669	217.6908211	stroke_color=blue
rv17	34980498	35008448	217.6908211	stroke_color=blue
rv10	37744363	37860851	217.7180241	stroke_color=blue
rv11	46700767	46705916	217.7422314	stroke_color=blue
rv17	67070438	67245963	217.8105117	stroke_color=blue
rv22	17084959	17115694	217.8886713	stroke_color=blue
rv10	102065367	102068038	218.0511783	stroke_color=blue
rv16	68021274	68023867	218.2030139	stroke_color=blue
rv10	3067474	3136805	218.5152534	stroke_color=blue
rv20	5126761	5197887	218.734952	stroke_color=blue
rv2	113215997	113278950	218.8104079	stroke_color=blue
rv7	75533298	75738972	218.920907	stroke_color=blue
rv9	131502895	131523806	218.9578321	stroke_color=blue
rv10	11742357	11764070	219.2017195	stroke_color=blue
rv1	174159414	174995308	219.2409664	stroke_color=blue
rv3	197791226	197884310	219.2451624	stroke_color=blue
rv3	33113958	33147773	219.257477	stroke_color=blue
rv10	45000825	45005329	219.4050696	stroke_color=blue
rv7	100802565	100827521	219.5857534	stroke_color=blue
rv17	2406981	2415436	219.6238865	stroke_color=blue
rv12	123712318	123761755	219.6966357	stroke_color=blue
rv17	40019097	40054636	219.7920289	stroke_color=blue
rv9	133338950	133339498	219.7920289	stroke_color=blue
rv20	18024152	18059188	219.8490754	stroke_color=blue
rv7	98106875	98209636	219.8671976	stroke_color=blue
rv16	71644924	71724701	219.9284281	stroke_color=blue
rv2	216412414	216483053	220.0301928	stroke_color=blue
rv22	46335401	46357340	220.0779645	stroke_color=blue
rv16	27550119	27780371	220.081753	stroke_color=blue
rv1	200891074	200915736	220.1726271	stroke_color=blue
rv2	127378128	127389411	220.2364896	stroke_color=blue
rv5	112707505	112846239	220.2364896	stroke_color=blue
rv20	6074845	6123544	220.2505304	stroke_color=blue
rv6	30184453	30213494	220.2891538	stroke_color=blue
rv15	79898840	79923754	220.3608512	stroke_color=blue
rv12	56202504	56221982	220.617222	stroke_color=blue
rv16	5071809	5087379	220.6617124	stroke_color=blue
rv2	131722491	131767404	220.7485394	stroke_color=blue
rv10	99610518	99659339	220.7510133	stroke_color=blue
rv11	64251523	64269452	220.8473943	stroke_color=blue
rv11	65027408	65040572	221.0387721	stroke_color=blue
rv19	48968125	48993353	221.2890928	stroke_color=blue
rv20	3753499	3768388	221.2934343	stroke_color=blue
rv1	46557407	46604294	221.666808	stroke_color=blue
rv1	51907956	51990764	221.671014	stroke_color=blue
rv10	94402429	94536332	221.7000379	stroke_color=blue
rv17	75032567	75065889	221.7113031	stroke_color=blue
rv3	119211742	119240905	222.2739108	stroke_color=blue
rv7	157004853	157010653	222.3120924	stroke_color=blue
rv22	31160152	31207019	222.3372837	stroke_color=blue
rv16	87696569	87765997	222.4302451	stroke_color=blue
rv9	105558119	105641118	222.476959	stroke_color=blue
rv18	57435685	57491298	222.5881228	stroke_color=blue
rv1	217426992	217631102	222.7330507	stroke_color=blue
rv20	44531781	44619037	222.9094397	stroke_color=blue
rv2	67397310	67410413	223.0047461	stroke_color=blue
rv20	33702744	33720330	223.0607337	stroke_color=blue
rv7	129611702	129757082	223.0971071	stroke_color=blue
rv2	96250208	96266013	223.1587559	stroke_color=blue
rv4	2930560	2934868	223.1798529	stroke_color=blue
rv2	113611239	113627138	223.2281524	stroke_color=blue
rv7	23246686	23275110	223.3252884	stroke_color=blue
rv14	31561385	31861224	223.3501921	stroke_color=blue
rv2	233354507	233472098	223.491531	stroke_color=blue
rv18	56651343	57029805	223.6089962	stroke_color=blue
rv1	26826710	26855720	223.6112929	stroke_color=blue
rv11	72223866	72239147	223.6310175	stroke_color=blue
rv19	49429398	49441551	223.828206	stroke_color=blue
rv17	74770547	74776395	223.9761527	stroke_color=blue
rv3	49683947	49689528	224.1160292	stroke_color=blue
rv19	8364127	8374375	224.1551231	stroke_color=blue
rv4	36065998	36244357	224.1957147	stroke_color=blue
rv15	99105080	99135595	224.2466119	stroke_color=blue
rv1	169795005	169853088	224.2548492	stroke_color=blue
rv10	6144880	6235545	224.4121874	stroke_color=blue
rv21	29004778	29019371	224.5008575	stroke_color=blue
rv7	149239648	149255609	224.5512826	stroke_color=blue
rv6	95577497	95609452	224.6595965	stroke_color=blue
rv11	119067752	119081978	225.1090171	stroke_color=blue
rv1	66999332	67054397	225.1366168	stroke_color=blue
rv2	128091180	128195677	225.2227878	stroke_color=blue
rv12	132144422	132152473	225.2604107	stroke_color=blue
rv17	81683932	81702121	225.2746645	stroke_color=blue
rv5	96760810	96935924	225.4498641	stroke_color=blue
rv8	28494205	28574268	225.4799354	stroke_color=blue
rv22	21919419	21952878	225.7551965	stroke_color=blue
rv17	44205033	44221626	225.8374727	stroke_color=blue
rv15	49155759	49367894	226.1022686	stroke_color=blue
rv8	144051266	144064026	226.1281362	stroke_color=blue
rv13	24882274	24922889	226.1444397	stroke_color=blue
rv6	15245975	15522042	226.217463	stroke_color=blue
rv20	45841721	45857409	226.2305917	stroke_color=blue
rv19	2476125	2478259	226.4453559	stroke_color=blue
rv14	67241295	67336061	226.5722301	stroke_color=blue
rv17	75667116	75708062	226.5921469	stroke_color=blue
rv16	10743321	10769351	227.2441096	stroke_color=blue
rv22	35299275	35347994	227.3127565	stroke_color=blue
rv15	39581079	39597467	227.3705056	stroke_color=blue
rv2	156435290	156586403	227.424429	stroke_color=blue
rv18	49783504	49813881	227.5876602	stroke_color=blue
rv2	159768628	159798255	227.6455903	stroke_color=blue
rv15	40767867	40807478	227.7865004	stroke_color=blue
rv9	34646589	34650598	227.8195542	stroke_color=blue
rv20	13389389	13638936	227.9786787	stroke_color=blue
rv2	60756230	60802086	228.2641532	stroke_color=blue
rv17	7288252	7294557	228.40074	stroke_color=blue
rv6	80106627	80346270	228.4368728	stroke_color=blue
rv9	35605284	35610041	228.6224351	stroke_color=blue
rv7	90235143	90243164	228.673615	stroke_color=blue
rv21	36377057	36416827	228.7023878	stroke_color=blue
rv15	74955102	74957434	228.8488011	stroke_color=blue
rv7	43940895	44019194	228.9845185	stroke_color=blue
rv7	81946444	82443806	229.1545158	stroke_color=blue
rv16	4474703	4510347	229.1568039	stroke_color=blue
rv6	158232236	158511828	229.2381057	stroke_color=blue
rv12	101594931	101685883	229.4703617	stroke_color=blue
rv12	56470944	56488414	229.4792408	stroke_color=blue
rv1	147155106	147172589	229.5384923	stroke_color=blue
rv5	153991599	154038937	229.7103632	stroke_color=blue
rv11	65890404	65891635	229.9728713	stroke_color=blue
rv22	50343317	50445090	230.0731438	stroke_color=blue
rv7	47963288	47979625	230.1604571	stroke_color=blue
rv7	44606522	44709070	230.3233428	stroke_color=blue
rv11	63998556	64166130	230.3856998	stroke_color=blue
rv14	54509869	54539309	230.521785	stroke_color=blue
rv5	178130532	178148570	230.6021271	stroke_color=blue
rv1	1173055	1179555	230.7696828	stroke_color=blue
rv14	75661208	75955082	230.7696828	stroke_color=blue
rv11	65919257	65921577	231.0148829	stroke_color=blue
rv2	219219380	219229688	231.0678276	stroke_color=blue
rv11	77660009	77820869	231.3581635	stroke_color=blue
rv20	62817062	62841159	231.3830022	stroke_color=blue
rv6	30556709	30564696	231.5253638	stroke_color=blue
rv5	78002326	78294755	231.7643726	stroke_color=blue
rv22	38778508	38794156	231.7795509	stroke_color=blue
rv11	215030	236362	231.8617765	stroke_color=blue
rv1	26225320	26229840	231.9632271	stroke_color=blue
rv3	193593144	193697811	231.986602	stroke_color=blue
