#rw	start	end	rv	start	end
rw10	75776838	75777109	rv10	75776670	75777477
rw10	75861320	75861564	rv10	75860641	75861896
rwY	16305646	16305921	rvY	16305529	16306000
rwY	16308964	16309188	rvY	16308894	16309552
rw4	177869350	177869627	rv4	177869054	177869762
rw3	42491710	42492066	rv3	42491537	42492142
rw2	36955669	36955972	rv2	36955611	36956152
rw9	2622511	2622929	rv9	2622736	2623811
rwX	150610651	150611037	rvX	150610559	150611143
rw1	247441273	247441607	rv1	247441099	247442322
rw7	55639231	55639492	rv7	55639144	55639739
rw1	12421467	12421765	rv1	12421355	12422130
rw3	184720957	184721468	rv3	184721093	184722537
rw1	159827151	159827410	rv1	159826897	159828026
rw20	36543360	36544076	rv20	36541992	36544868
rw20	36543012	36543196	rv20	36541992	36544868
rw20	25061810	25062288	rv20	25061544	25063221
rw7	49402084	49402354	rv7	49401983	49402519
rw10	28903055	28903305	rv10	28902894	28903636
rw1	27804020	27804387	rv1	27803738	27804741
rw7	74439977	74440291	rv7	74439888	74442598
rw7	70298218	70298451	rv7	70298043	70298613
rw7	70566963	70567367	rv7	70566930	70567564
rw13	52215687	52215962	rv13	52215084	52216086
rw13	52290513	52290857	rv13	52290418	52290990
rw4	85665662	85666038	rv4	85665557	85666084
rw10	49917127	49917443	rv10	49917119	49917776
rw14	102638664	102639021	rv14	102638414	102639750
rw1	224632252	224632519	rv1	224632067	224632835
rwX	117561270	117561608	rvX	117561085	117562116
rw1	109597603	109598191	rv1	109597435	109598498
rw18	54367801	54368073	rv18	54367446	54368172
rw2	190201887	190202265	rv2	190201731	190202366
rw4	1886025	1886502	rv4	1885984	1886948
rw8	38191106	38191433	rv8	38190971	38191599
rw7	330401	330722	rv7	329162	331633
rw17	38384255	38384583	rv17	38384157	38384902
rw11	75911872	75912195	rv11	75911124	75912666
rw1	228200877	228201322	rv1	228200779	228202684
rw1	22593543	22593973	rv1	22593653	22595487
rw5	137402192	137402499	rv5	137401822	137402588
rw1	228081132	228081507	rv1	228071304	228084850
rw1	228124234	228124421	rv1	228124343	228129090
rw1	228162315	228162647	rv1	228162254	228166249
rw1	228074934	228075274	rv1	228071304	228084850
rwX	37566272	37566591	rvX	37566082	37567620
rw8	10794940	10795455	rv8	10795306	10796041
rw22	41294278	41294503	rv22	41294134	41294692
rw13	21478696	21479066	rv13	21477267	21479159
rw3	194960996	194961290	rv3	194960944	194961723
rw3	38430470	38430834	rv3	38430627	38431344
rw17	48423679	48423949	rv17	48423849	48425058
rw2	32504014	32504429	rv2	32503891	32505039
rw8	64144915	64145109	rv8	64144795	64145253
rw11	113940823	113941189	rv11	113940675	113941369
rw11	114025676	114026075	rv11	114025758	114026503
rw19	59037902	59038204	rv19	59037602	59038480
rw10	81151343	81151681	rv10	81151114	81152298
rw20	291072	291377	rv20	290451	291436
rw12	42679966	42680150	rv12	42679843	42680387
rw11	19111321	19111629	rv11	19111074	19111882
rw9	14658508	14658798	rv9	14658278	14659008
rw16	84982195	84982566	rv16	84981087	84983360
rw6	38121360	38121665	rv6	38120531	38121747
rw8	77129324	77129589	rv8	77129184	77129877
rw2	43300042	43300364	rv2	43299852	43300451
rw1	40959994	40960234	rv1	40959836	40960337
rw8	123269552	123269837	rv8	123269270	123269906
rw7	99630546	99630710	rv7	99630119	99631130
rw10	80981486	80981680	rv10	80980552	80981909
rw20	46018986	46019384	rv20	46018974	46020148
rw19	48792956	48793329	rv19	48792862	48793771
rw3	125059584	125059828	rv3	125059345	125059984
rw19	19974836	19975175	rv19	19974787	19975402
rw19	24217961	24218152	rv19	24217256	24218609
rw16	32060840	32061130	rv16	32060611	32061363
rw10	39031865	39032063	rv10	39029556	39032162
rwX	47328455	47328703	rvX	47328193	47328861
rw19	37499018	37499362	rv19	37498323	37499782
rw19	21758506	21758897	rv19	21758501	21759187
rw16	4824375	4824969	rv16	4824604	4825432
rw19	32808923	32809306	rv19	32808535	32809385
rw8	146024999	146025456	rv8	146024751	146025714
rw10	97877441	97877766	rv10	97877290	97877868
rw18	14143842	14144190	rv18	14143220	14147843
rw19	56155922	56156284	rv19	56155697	56158554
rw19	58923579	58923858	rv19	58922707	58924100
rw5	124080074	124080448	rv5	124079624	124080589
rw5	124363865	124364117	rv5	124363739	124364403
rw19	11769221	11769554	rv19	11769109	11769857
rw16	30810545	30810908	rv16	30809747	30811169
rw2	71643820	71644222	rv2	71643974	71644814
rw9	40865975	40866237	rv9	40865762	40866326
rw1	151242108	151242500	rv1	151241511	151242521
rw12	8335764	8336166	rv12	8335857	8337620
rwX	84509246	84509657	rvX	84509055	84509937
rw7	148787656	148788259	rv7	148788131	148790422
rw19	12496572	12496767	rv19	12496411	12497003
rw19	21134859	21135201	rv19	21134949	21136414
rw19	20980016	20980388	rv19	20979822	20980611
rw19	20180434	20180739	rv19	20180290	20180870
rw19	20040458	20040811	rv19	20040345	20041054
rw15	85046594	85046882	rv15	85046020	85047496
rw15	85042771	85043192	rv15	85042605	85043773
rw15	43660440	43660746	rv15	43660218	43660894
rw1	53305323	53305663	rv1	53304538	53306145
rw7	143079288	143079468	rv7	143078830	143079830
